Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,InvestmentType,Amount in USD,Year
1726,2015-01-01,roast,consumer internet,mobile entertainment app,new delhi,indian angel network,seed funding,1725000.0,2015
1727,2015-01-01,address health,healthcare,pediatric primary healthcare network,bengaluru,gray matters capital,private equity,1500000.0,2015
1728,2015-01-01,arcatron mobility,technology,mobility devices for differently abled,pune,sudhir mehta,seed funding,100000.0,2015
1729,2015-01-01,shethepeople,consumer internet,digital platform for women,new delhi,anand mahindra,seed funding,1725000.0,2015
1730,2015-01-01,cleartax,consumer internet,online income tax filing platform,bengaluru,"ff angel, sequoia capital",private equity,2000000.0,2015
1731,2015-01-01,consure medical,healthcare,medical devices kit manufacturer,new delhi,"accel partners, indian angel network, india innovation fund india venture partners",private equity,1725000.0,2015
1732,2015-01-01,mchamp,consumer internet,celebrity entertainment contest app,new delhi,momagic technologies,seed funding,475000.0,2015
1733,2015-01-01,pianta,consumer internet,online healthcare service discovery platform,bengaluru,"kunal shah, sandeep tandon",seed funding,1725000.0,2015
1734,2015-01-01,vahanalytics,technology,safe driving analytics platform,mumbai,"anirudh damani, vikram lakhotia",seed funding,200000.0,2015
1735,2015-01-01,play your sport,consumer internet,location based sports & fitness discovery app,new delhi,ashish gupta and other undisclosed investors,seed funding,1725000.0,2015
1736,2015-01-01,koovs,ecommerce,apparel & lifestyle etailer,new delhi,ht media ltd,private equity,4400000.0,2015
1737,2015-01-01,ccavenue,consumer internet,payment gateway,mumbai,nsi infinium global pvt. ltd,private equity,8900000.0,2015
1738,2015-01-01,1mg,ecommerce,online pharmacy,gurugram,hbm healthcare investments,private equity,1725000.0,2015
1739,2015-01-01,tpot,food & beverage,qsr chain,gurugram,ashish gupta,seed funding,1725000.0,2015
1740,2015-01-01,machadalo,consumer internet,hyperlocal advertising platform,mumbai,undisclosed investors,seed funding,175000.0,2015
1741,2016-01-04,dil mil,consumer internet,matchmaking mobile app,sfo / bangalore,"nelstone ventures, transmedia capital, maiden lane ventures, csc upshot & angel investors",private equity,2700000.0,2016
1742,2016-01-04,picsdream,consumer internet,online marketplace for photographers,new delhi,raman roy,seed funding,1725000.0,2016
1743,2016-01-04,process 9,consumer internet,online translation and transliteration,gurugram,"indian angel network, alok sharma, kris gopalakrishnan, saurabh srivastava, and ajai chowdhry",seed funding,1725000.0,2016
1744,2016-04-04,housing,consumer internet,real estate portal,mumbai,vineet singh,private equity,1725000.0,2016
1745,2016-04-04,roll mafia,food & beverage,rolls & biryanis qsr chain,pune,equentia natural resource & other undisclosed investors,seed funding,1725000.0,2016
1746,2016-04-04,hungama,consumer internet,digital media entertainment portal,mumbai,xiaomi inc,private equity,25000000.0,2016
1747,2016-04-04,highway delite,consumer internet,various highway help services,bengaluru,n.s. raghavan centre for entrepreneurial learning,seed funding,1725000.0,2016
1748,2016-05-04,cult fitness,healthcare,healthcare training programs,bengaluru,mukesh bansal,seed funding,1725000.0,2016
1749,2016-05-04,haptik,technology,personal assistant app,mumbai,times internet ltd,private equity,1725000.0,2016
1750,2016-05-04,servify,consumer internet,gadget & appliances service app,mumbai,"blume ventures, barkawi holdings gmbh, tm service technology holdings gmbh",private equity,1725000.0,2016
1751,2016-06-04,shipsy,logistics,logistics solutions,gurugram,dtdc express ltd,private equity,1000000.0,2016
1752,2016-06-04,gear6,consumer internet,online bike service and repairs platform,bengaluru,ninestarter,seed funding,500000.0,2016
1753,2016-06-04,myglamm,consumer internet,mobile based on-demand beauty services platform,mumbai,l\\xe2\\x80\\x99occitane,private equity,6000000.0,2016
1754,2016-06-04,petoo,consumer internet,online food delivery platform,bengaluru,axilor ventures,private equity,1000000.0,2016
1755,2016-07-04,truly social,consumer internet,mobile gaming studio,london,nazara technologies pvt ltd,private equity,1725000.0,2016
1756,2016-08-04,little black book,consumer internet,"curated food, event & lifestyle guide",new delhi,"idg, indian angel network",seed funding,1725000.0,2016
1757,2016-08-04,vahan,education,mobile education platform,chennai,villgro,seed funding,1725000.0,2016
1758,2016-08-04,imedilane,consumer internet,online health diagnosis platform,new delhi,"mahendra patel, nilender chauhan",seed funding,40000.0,2016
1759,2016-11-04,living local,consumer internet,social discovery platform,mumbai,rattan chadha,seed funding,200000.0,2016
1760,2016-11-04,vegfru,ecommerce,online fruit & vegetable marketplace,new delhi,wingify,seed funding,1725000.0,2016
1761,2016-11-04,oyo,consumer internet,online branded budget room booking service,new delhi,"softbank, sequoia capital, lightspeed venture partners, greenoaks capital, dsg consumer partners and venture nursery",private equity,100000000.0,2016
1762,2016-11-04,priceraja,consumer internet,price comparison portal,gurugram,prashant puri,seed funding,300000.0,2016
1763,2016-12-04,magicx,consumer internet,on-demand task management app,bengaluru,"kris gopalakrishnan, dr. ranjan pai",seed funding,1000000.0,2016
1764,2016-12-04,happydemic,consumer internet,artist discovery & booking platform,mumbai,shaan,seed funding,1725000.0,2016
1765,2016-12-04,lendenclub,finance,peer-to-peer lending platform,mumbai,"anirudh damani, daud ali, narendra karnavat, vikas kapoor, vikram lakhotia, krishna jhunjhunwaala, jayesh shah",seed funding,1725000.0,2016
1766,2016-12-04,indi.com,consumer internet,video social network,unknown,anil kapoor,seed funding,1725000.0,2016
1767,2015-01-01,legalraasta,consumer internet,online legal services for startups,new delhi,"pravin khandelwal, yatin kumar jain",seed funding,1000000.0,2015
1768,2015-01-01,raincan,consumer internet,subscription-based grocery delivery mobile app,pune,dr. aniruddha malpani,seed funding,150000.0,2015
1769,2015-01-01,hippily,ecommerce,fashion ecommerce app,mumbai,"dr. sridhar ramaswamy, rakesh mathur",seed funding,250000.0,2015
1770,2015-01-01,kredx,ecommerce,invoice discounting\\xc2\\xa0 marketplace,bengaluru,"prime venture partners,",seed funding,750000.0,2015
1771,2015-01-01,wedwise,consumer internet,wedding related services community,new delhi,startup equity partners,seed funding,1725000.0,2015
1772,2015-01-01,beaconstalk,technology,contextual mobile advertising,mumbai,"rajeev agrawal, prashant gooty",seed funding,100000.0,2015
1773,2015-01-01,deal 4loans,consumer internet,loan comparison portal,new delhi,"ram shriram, neeraj arora, puru vashishtha",seed funding,1725000.0,2015
1774,2015-01-01,renewbuy,consumer internet,online car & bike insurance comparison portal,new delhi,mount nathan advisors,seed funding,1000000.0,2015
1775,2015-01-01,blue box media,consumer internet,online tech portals,jaipur,"mahavir pratap sharma, ajay data, yogesh chaudhary, sanjay phophaliya, siddharth agarwal, kamal kothari",seed funding,1725000.0,2015
1776,2015-01-01,vyomo,consumer internet,on-demand beauty service provider,new delhi,naturals salon chain,private equity,15000000.0,2015
1777,2015-01-01,organicshop,ecommerce,marketplace for organic products,jaipur,"vivek nathani, yogesh chaudhary, mahavir pratap sharma, kamal kothari, h c jain",seed funding,1725000.0,2015
